Centre Code,Centre Name,DET Geographic Region,EQ Zone,Local Government Area,Centre Type,School Category,State Electorate,Collection Year,School Count
1009,Lake Clarendon State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
1010,Lower Tully State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
1016,Stafford Heights State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Stafford,2016,1
1018,The Caves State School,Central Queensland,Rural,Livingstone (S),State School,Primary,Keppel,2016,1
1019,Bedourie State School,Central Queensland,Remote,Diamantina (S),State School,Primary,Mount Isa,2016,1
1022,Daintree State School,Far North Queensland,Remote,Douglas (S),State School,Primary,Cook,2016,1
1025,Corinda State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2016,1
1026,Seven Hills State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2016,1
1027,Farnborough State School,Central Queensland,Rural,Livingstone (S),State School,Primary,Keppel,2016,1
1030,Murray River Upper State School,Far North Queensland,Remote,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
1035,Brooweena State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2016,1
1037,Mount Tyson State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2016,1
1041,Bardon State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2016,1
1044,Carole Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2016,1
1047,Bymount East State School,Darling Downs South West,Remote,Maranoa (R),State School,Primary,Warrego,2016,1
1051,Grantham State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
1056,Grosmont State School,Darling Downs South West,Remote,Western Downs (R),State School,Primary,Callide,2016,1
1060,Hayman Island State School,North Queensland,Remote,Whitsunday (R),State School,Primary,Whitsunday,2016,1
1061,Lockrose State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
1065,Wondai State School,Darling Downs South West,Rural,South Burnett (R),State School,Combined,Callide,2016,1
1066,Branyan Road State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Bundaberg,2016,1
1067,Mount Isa Central State School,North Queensland,Remote,Mount Isa (C),State School,Primary,Mount Isa,2016,1
1069,Toogoolawah State School,Darling Downs South West,Rural,Somerset (R),State School,Primary,Nanango,2016,1
1071,Broadwater State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1078,Kogan State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Warrego,2016,1
1084,Cooyar State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Nanango,2016,1
1089,Glenore Grove State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
1090,Mayfield State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Chatsworth,2016,1
1096,Taabinga State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2016,1
1098,Yarwun State School,Central Queensland,Rural,Gladstone (R),State School,Primary,Gladstone,2016,1
1109,Mount Molloy State School,Far North Queensland,Rural,Mareeba (S),State School,Primary,Cook,2016,1
1111,Mount Tarampa State School,Metropolitan,Rural,Somerset (R),State School,Primary,Nanango,2016,1
1112,Taigum State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2016,1
1116,Inala State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2016,1
1118,Trebonne State School,North Queensland,Rural,Hinchinbrook (S),State School,Primary,Hinchinbrook,2016,1
1119,Lochington State School,Central Queensland,Remote,Central Highlands (R),State School,Primary,Gregory,2016,1
1120,Milman State School,Central Queensland,Rural,Livingstone (S),State School,Primary,Mirani,2016,1
1122,Marmor State School,Central Queensland,Rural,Rockhampton (R),State School,Primary,Mirani,2016,1
1124,Builyan State School,Central Queensland,Rural,Gladstone (R),State School,Primary,Gladstone,2016,1
1129,Burra Burri State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Warrego,2016,1
1130,Hamilton State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2016,1
1131,Seville Road State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2016,1
1133,Brigalow State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Warrego,2016,1
1136,Grovely State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ferny Grove,2016,1
1140,Lowmead State School,North Coast,Rural,Gladstone (R),State School,Primary,Burnett,2016,1
1141,Pinnacle State School,Central Queensland,Remote,Mackay (R),State School,Primary,Mirani,2016,1
1143,Kenmore South State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Moggill,2016,1
1145,Karara State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1147,Wheatvale State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1148,Leichhardt State School,Metropolitan,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2016,1
1149,Wavell Heights State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2016,1
1152,Warwick West State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1155,Proston State School,Darling Downs South West,Rural,South Burnett (R),State School,Combined,Callide,2016,1
1159,Wartburg State School,North Coast,Rural,Gladstone (R),State School,Primary,Burnett,2016,1
1164,Ballandean State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1165,Cooroy State School,North Coast,Rural,Noosa (S),State School,Primary,Nicklin,2016,1
1166,Mount Kilcoy State School,North Coast,Rural,Somerset (R),State School,Primary,Nanango,2016,1
1168,Currumbin State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Currumbin,2016,1
1170,Dulacca State School,Darling Downs South West,Remote,Western Downs (R),State School,Primary,Warrego,2016,1
1172,Farleigh State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Whitsunday,2016,1
1173,Bloomfield River State School,Far North Queensland,Remote,Cook (S),State School,Primary,Cook,2016,1
1174,Rangeville State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba South,2016,1
1175,Finch Hatton State School,Central Queensland,Remote,Mackay (R),State School,Primary,Mirani,2016,1
1177,Murray's Bridge State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1179,Eromanga State School,Darling Downs South West,Remote,Quilpie (S),State School,Primary,Gregory,2016,1
1185,Everton Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Everton,2016,1
1187,Kaimkillenbun State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Condamine,2016,1
1189,Mount Marrow State School,Metropolitan,Rural,Ipswich (C),State School,Primary,Ipswich West,2016,1
1191,Boyne Island State School,Central Queensland,Provincial City,Gladstone (R),State School,Primary,Gladstone,2016,1
1192,Wallaville State School,North Coast,Rural,Bundaberg (R),State School,Primary,Callide,2016,1
1194,Queens Beach State School,North Queensland,Rural,Whitsunday (R),State School,Primary,Burdekin,2016,1
1195,The Hall State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2016,1
1200,Narangba State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Kallangur,2016,1
1203,Townview State School,North Queensland,Remote,Mount Isa (C),State School,Primary,Mount Isa,2016,1
1205,Federal State School,North Coast,Rural,Noosa (S),State School,Primary,Nicklin,2016,1
1214,Maidavale State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
1219,Magnetic Island State School,North Queensland,Rural,Townsville (C),State School,Primary,Townsville,2016,1
1221,Gympie South State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2016,1
1222,Manly State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Lytton,2016,1
1225,Coalstoun Lakes State School,Central Queensland,Rural,North Burnett (R),State School,Primary,Callide,2016,1
1226,Dimbulah State School,Far North Queensland,Rural,Mareeba (S),State School,Combined,Dalrymple,2016,1
1227,Newtown State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba North,2016,1
1230,Warrill View State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
1238,Oakenden State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
1240,Thornlands State School,South East,Metropolitan,Redland (C),State School,Primary,Cleveland,2016,1
1241,Southbrook Central State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2016,1
1242,Glass House Mountains State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2016,1
1243,Northern Peninsula Area State College,Far North Queensland,Remote,Northern Peninsula Area (R),State School,Combined,Cook,2016,1
1244,Westmar State School,Darling Downs South West,Remote,Western Downs (R),State School,Primary,Warrego,2016,1
1245,Strathpine State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Pine Rivers,2016,1
1247,Coopers Plains State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sunnybank,2016,1
1251,Maroondan State School,North Coast,Rural,Bundaberg (R),State School,Primary,Callide,2016,1
1252,Tamrookum State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
1254,Cloyna State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Callide,2016,1
1257,Geebung State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2016,1
1258,Giru State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
1266,Aratula State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
1271,Orion State School,Central Queensland,Remote,Central Highlands (R),State School,Primary,Gregory,2016,1
1274,Kingsthorpe State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Condamine,2016,1
1275,Abergowrie State School,North Queensland,Rural,Hinchinbrook (S),State School,Primary,Hinchinbrook,2016,1
1278,Thallon State School,Darling Downs South West,Remote,Balonne (S),State School,Primary,Warrego,2016,1
1279,Kairi State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2016,1
1289,Julia Creek State School,North Queensland,Remote,McKinlay (S),State School,Primary,Mount Isa,2016,1
1291,Miallo State School,Far North Queensland,Rural,Douglas (S),State School,Primary,Cook,2016,1
1292,Harristown State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba South,2016,1
1294,Applethorpe State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1295,Surfers Paradise State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Surfers Paradise,2016,1
1296,Wandoan State School P-10,Darling Downs South West,Remote,Western Downs (R),State School,Combined,Callide,2016,1
1299,Bohlevale State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Hinchinbrook,2016,1
1302,The Gap State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2016,1
1303,Yarrabah State School,Far North Queensland,Rural,Yarrabah (S),State School,Combined,Mulgrave,2016,1
1309,Kenilworth State Community College,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2016,1
1310,Goomeri State School,Darling Downs South West,Rural,Gympie (R),State School,Combined,Callide,2016,1
1315,Ravenshoe State School,Far North Queensland,Rural,Tablelands (R),State School,Combined,Dalrymple,2016,1
1317,Mutarnee State School,North Queensland,Rural,Townsville (C),State School,Primary,Hinchinbrook,2016,1
1318,Byfield State School,Central Queensland,Rural,Livingstone (S),State School,Primary,Keppel,2016,1
1324,Mission Beach State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
1325,Rollingstone State School,North Queensland,Rural,Townsville (C),State School,Primary,Hinchinbrook,2016,1
1329,Haden State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Nanango,2016,1
1332,Rathdowney State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
1336,Redlynch State College,Far North Queensland,Metropolitan,Cairns (R),State School,Combined,Barron River,2016,1
1346,Yelarbon State School,Darling Downs South West,Rural,Goondiwindi (R),State School,Primary,Southern Downs,2016,1
1347,Elliott Heads State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Burnett,2016,1
1348,Kingston State School,South East,Metropolitan,Logan (C),State School,Primary,Woodridge,2016,1
1352,Conondale State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2016,1
1353,Eungella State School,Central Queensland,Remote,Mackay (R),State School,Primary,Mirani,2016,1
1357,Tara Shire State College,Darling Downs South West,Rural,Western Downs (R),State School,Combined,Warrego,2016,1
1359,Coominya State School,Metropolitan,Rural,Somerset (R),State School,Primary,Nanango,2016,1
1360,The Gums State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Warrego,2016,1
1367,Bambaroo State School,North Queensland,Rural,Hinchinbrook (S),State School,Primary,Hinchinbrook,2016,1
1378,Woolooga State School,North Coast,Rural,Gympie (R),State School,Primary,Callide,2016,1
1380,Home Hill State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
